interaction_id,client_id,advisor_id,date,type,initiated_by,duration_minutes,outcome,sentiment,topics_discussed,commitment_made,commitment_fulfilled,follow_up_created,follow_up_due_date
I2622,C0124,ADV001,2025-05-20,Review meeting,advisor,72,neutral — information provided,neutral,philanthropic planning|inheritance planning,True,True,True,2025-06-04
I2623,C0124,ADV001,2025-05-24,Email,advisor,0,positive — follow up scheduled,neutral,philanthropic planning|new investment opportunity|portfolio review,False,,False,
I2624,C0124,ADV001,2025-06-04,Email,advisor,0,neutral — information provided,positive,new investment opportunity,False,,False,
I2625,C0124,ADV001,2025-06-06,Email,advisor,0,positive — follow up scheduled,neutral,market update|rebalancing|retirement planning,False,,False,
I2626,C0124,ADV001,2025-06-17,Phone call,advisor,17,neutral — information provided,positive,philanthropic planning,False,,False,
I2627,C0124,ADV001,2025-07-06,Email,advisor,0,positive — action taken,positive,philanthropic planning,False,,False,
I2628,C0124,ADV001,2025-07-11,Review meeting,advisor,85,neutral — information provided,neutral,tax planning|family financial planning|inheritance planning,False,,False,
I2629,C0124,ADV001,2025-07-13,Email,client,0,positive — follow up scheduled,positive,portfolio review|philanthropic planning|new investment opportunity,False,,False,
I2630,C0124,ADV001,2025-07-13,Phone call,advisor,30,neutral — client to consider,neutral,family financial planning|property discussion,False,,False,
I2631,C0124,ADV001,2025-08-03,Email,advisor,0,neutral — client to consider,neutral,tax planning|retirement planning,False,,False,
I2632,C0124,ADV001,2025-08-27,Video call,advisor,42,positive — follow up scheduled,positive,property discussion|cash flow review|philanthropic planning,True,True,False,2025-09-14
I2633,C0124,ADV001,2025-08-30,Phone call,advisor,18,neutral — client to consider,negative,property discussion,False,,False,
I2634,C0124,ADV001,2025-10-04,Email,client,0,neutral — information provided,positive,retirement planning|rebalancing|inheritance planning,False,,False,
I2635,C0124,ADV001,2025-10-09,Email,advisor,0,neutral — information provided,positive,rebalancing|new investment opportunity,False,,False,
I2636,C0124,ADV001,2025-10-17,Email,client,0,neutral — information provided,neutral,next gen engagement|cash flow review,False,,False,
I2637,C0124,ADV001,2025-11-10,Email,advisor,0,negative — complaint raised,negative,retirement planning,False,,False,
I2638,C0124,ADV001,2025-11-11,Phone call,client,22,positive — action taken,positive,insurance review,False,,False,
I2639,C0124,ADV001,2025-11-15,Email,advisor,0,neutral — information provided,positive,inheritance planning,True,True,True,2025-12-14
I2640,C0124,ADV001,2025-12-03,Phone call,advisor,23,negative — complaint raised,negative,property discussion|market update|family financial planning,False,,False,
I2641,C0124,ADV001,2025-12-07,Phone call,advisor,14,positive — follow up scheduled,positive,inheritance planning|property discussion|tax planning,False,,False,
I2642,C0124,ADV001,2025-12-07,Phone call,client,13,positive — action taken,positive,rebalancing|market update,False,,False,
I2643,C0124,ADV001,2025-12-18,Phone call,advisor,18,positive — action taken,positive,next gen engagement|estate planning,False,,False,
I2644,C0124,ADV001,2026-01-20,Email,client,0,neutral — client to consider,neutral,business exit planning|property discussion|goal progress,False,,False,
I2645,C0124,ADV001,2026-02-12,Review meeting,advisor,62,negative — client concerned,negative,risk tolerance review,False,,False,
I2646,C0124,ADV001,2026-02-21,Phone call,advisor,21,positive — action taken,positive,family financial planning|next gen engagement|inheritance planning,True,True,True,2026-03-17
I2647,C0124,ADV001,2026-02-23,Video call,advisor,34,negative — complaint raised,negative,portfolio review|risk tolerance review,True,False,False,2026-03-05
I2648,C0124,ADV001,2026-02-24,Phone call,advisor,30,negative — complaint raised,negative,portfolio review,False,,False,
I2649,C0124,ADV001,2026-03-03,Phone call,advisor,10,positive — action taken,positive,business exit planning|philanthropic planning,False,,False,
I2650,C0124,ADV001,2026-03-07,Phone call,advisor,23,positive — action taken,positive,property discussion,True,True,True,2026-03-31
I2651,C0124,ADV001,2026-03-15,Email,client,0,positive — follow up scheduled,positive,market update|next gen engagement|insurance review,False,,False,
I2652,C0124,ADV001,2026-03-18,Email,advisor,0,positive — follow up scheduled,neutral,portfolio review,True,False,True,2026-04-01
I2653,C0124,ADV001,2026-04-06,Phone call,client,14,positive — follow up scheduled,neutral,portfolio review|goal progress,True,True,True,2026-04-27
I2654,C0124,ADV001,2026-04-08,Phone call,advisor,29,neutral — information provided,positive,risk tolerance review,False,,False,
I2655,C0124,ADV001,2026-04-26,Email,client,0,positive — follow up scheduled,positive,tax planning|goal progress,True,True,True,2026-05-09
I2656,C0124,ADV001,2026-05-20,Email,advisor,0,neutral — client to consider,neutral,tax planning,True,True,True,2026-06-16
I2657,C0124,ADV001,2026-05-29,Phone call,client,30,neutral — information provided,positive,goal progress,False,,False,
I2658,C0124,ADV001,2026-06-01,In-person meeting,advisor,66,positive — action taken,positive,portfolio review,True,True,True,2026-06-21
I2659,C0125,ADV001,2025-02-04,Phone call,client,10,positive — action taken,positive,goal progress,False,,False,
I2660,C0125,ADV001,2025-02-12,Email,client,0,neutral — information provided,positive,risk tolerance review|business exit planning|family financial planning,True,False,True,2025-02-27
I2661,C0125,ADV001,2025-05-08,Phone call,advisor,10,neutral — information provided,neutral,risk tolerance review|family financial planning|new investment opportunity,False,,False,
I2662,C0125,ADV001,2025-05-08,Phone call,client,21,neutral — information provided,positive,insurance review|rebalancing,False,,False,
I2663,C0125,ADV001,2025-05-30,Phone call,advisor,18,negative — client concerned,negative,rebalancing,False,,False,
I2664,C0125,ADV001,2025-06-15,Email,advisor,0,positive — action taken,positive,rebalancing|retirement planning,True,False,True,2025-07-08
I2665,C0125,ADV001,2025-06-27,Email,client,0,neutral — information provided,positive,inheritance planning,True,True,True,2025-07-20
I2666,C0125,ADV001,2025-08-06,Phone call,advisor,30,neutral — client to consider,neutral,family financial planning|tax planning,True,True,True,2025-08-28
I2667,C0125,ADV001,2025-09-23,Email,advisor,0,positive — follow up scheduled,positive,inheritance planning|portfolio review|philanthropic planning,True,False,True,2025-10-20
I2668,C0125,ADV001,2025-09-29,Phone call,advisor,21,positive — follow up scheduled,neutral,estate planning|market update|new investment opportunity,False,,False,
I2669,C0125,ADV001,2025-10-30,Video call,client,38,neutral — information provided,neutral,business exit planning,False,,False,
I2670,C0125,ADV001,2025-11-07,Email,advisor,0,positive — follow up scheduled,neutral,estate planning,False,,False,
I2671,C0125,ADV001,2026-01-24,Review meeting,advisor,61,neutral — information provided,positive,rebalancing|portfolio review|philanthropic planning,True,True,True,2026-02-16
I2672,C0125,ADV001,2026-03-11,Email,advisor,0,neutral — client to consider,neutral,goal progress|retirement planning,False,,False,
I2673,C0125,ADV001,2026-03-11,Phone call,client,19,positive — follow up scheduled,positive,cash flow review,True,False,True,2026-04-05
I2674,C0125,ADV001,2026-03-20,Email,advisor,0,positive — follow up scheduled,neutral,cash flow review|risk tolerance review|retirement planning,True,False,True,2026-03-29
I2675,C0125,ADV001,2026-03-30,In-person meeting,client,75,positive — action taken,positive,tax planning,False,,False,
I2676,C0125,ADV001,2026-04-27,Phone call,client,11,neutral — information provided,positive,business exit planning,True,True,True,2026-05-25
I2677,C0125,ADV001,2026-05-18,Email,client,0,neutral — information provided,neutral,estate planning,False,,False,
I2678,C0126,ADV001,2024-12-15,Email,advisor,0,positive — follow up scheduled,positive,risk tolerance review,True,True,True,2024-12-29
I2679,C0126,ADV001,2025-01-15,Review meeting,client,117,neutral — information provided,positive,estate planning,False,,False,
I2680,C0126,ADV001,2025-01-20,Video call,advisor,57,neutral — client to consider,neutral,family financial planning,False,,False,
I2681,C0126,ADV001,2025-01-26,Video call,advisor,53,neutral — information provided,neutral,new investment opportunity|goal progress,True,False,True,2025-02-15
I2682,C0126,ADV001,2025-01-27,Email,advisor,0,positive — follow up scheduled,neutral,insurance review|family financial planning|business exit planning,True,False,True,2025-02-07
I2683,C0126,ADV001,2025-02-06,Video call,advisor,60,positive — action taken,positive,market update|portfolio review,False,,False,
I2684,C0126,ADV001,2025-02-08,Phone call,client,26,neutral — information provided,neutral,tax planning|market update,False,,False,
I2685,C0126,ADV001,2025-03-01,In-person meeting,advisor,83,neutral — client to consider,neutral,family financial planning|rebalancing|market update,True,True,False,2025-03-15
I2686,C0126,ADV001,2025-03-06,Review meeting,advisor,76,positive — action taken,positive,next gen engagement|goal progress|retirement planning,False,,False,
I2687,C0126,ADV001,2025-03-11,Email,advisor,0,neutral — information provided,positive,business exit planning|market update,False,,False,
I2688,C0126,ADV001,2025-03-16,Phone call,advisor,23,neutral — client to consider,negative,philanthropic planning|rebalancing|cash flow review,False,,False,
I2689,C0126,ADV001,2025-04-05,Video call,advisor,46,positive — follow up scheduled,positive,rebalancing|cash flow review,True,True,False,2025-05-01
I2690,C0126,ADV001,2025-04-07,Phone call,client,16,neutral — client to consider,negative,portfolio review|property discussion,False,,False,
I2691,C0126,ADV001,2025-05-14,Email,advisor,0,negative — client concerned,negative,insurance review|family financial planning|philanthropic planning,False,,False,
I2692,C0126,ADV001,2025-05-29,Phone call,advisor,26,neutral — information provided,positive,cash flow review|next gen engagement,True,True,True,2025-06-26
I2693,C0126,ADV001,2025-05-31,Phone call,client,23,negative — client concerned,negative,inheritance planning|market update|business exit planning,False,,False,
I2694,C0126,ADV001,2025-06-04,Phone call,client,24,negative — complaint raised,negative,risk tolerance review,False,,False,
I2695,C0126,ADV001,2025-06-05,Email,client,0,negative — client concerned,negative,inheritance planning,True,True,False,2025-07-02
I2696,C0126,ADV001,2025-06-21,Phone call,advisor,15,neutral — client to consider,neutral,next gen engagement|estate planning|family financial planning,False,,False,
I2697,C0126,ADV001,2025-07-15,Phone call,advisor,21,neutral — information provided,neutral,insurance review|estate planning,True,True,True,2025-08-08
I2698,C0126,ADV001,2025-07-15,Email,client,0,neutral — client to consider,neutral,retirement planning|inheritance planning,True,True,True,2025-07-31
I2699,C0126,ADV001,2025-08-03,Video call,advisor,37,neutral — information provided,positive,risk tolerance review|property discussion,False,,False,
I2700,C0126,ADV001,2025-08-03,Phone call,client,27,positive — follow up scheduled,positive,philanthropic planning|goal progress|next gen engagement,True,True,True,2025-08-31
I2701,C0126,ADV001,2025-08-12,Email,advisor,0,neutral — information provided,positive,family financial planning|inheritance planning,False,,False,
I2702,C0126,ADV001,2025-08-28,Email,client,0,positive — follow up scheduled,positive,goal progress|cash flow review|new investment opportunity,True,True,True,2025-09-06
I2703,C0126,ADV001,2025-09-01,In-person meeting,advisor,80,neutral — information provided,neutral,estate planning|goal progress,False,,False,
I2704,C0126,ADV001,2025-09-12,Video call,advisor,42,positive — action taken,positive,risk tolerance review|cash flow review|estate planning,False,,False,
I2705,C0126,ADV001,2025-09-16,In-person meeting,advisor,79,positive — follow up scheduled,positive,property discussion|goal progress|new investment opportunity,False,,False,
I2706,C0126,ADV001,2025-09-18,In-person meeting,client,54,neutral — client to consider,neutral,philanthropic planning,False,,False,
I2707,C0126,ADV001,2025-09-25,Phone call,advisor,10,negative — client concerned,negative,goal progress|new investment opportunity,True,True,True,2025-10-22
I2708,C0126,ADV001,2025-09-27,Email,advisor,0,positive — action taken,positive,market update,False,,False,
I2709,C0126,ADV001,2025-09-28,In-person meeting,advisor,58,neutral — information provided,positive,philanthropic planning|business exit planning,False,,False,
I2710,C0126,ADV001,2025-10-05,Phone call,client,17,neutral — client to consider,neutral,market update|goal progress|family financial planning,False,,False,
I2711,C0126,ADV001,2025-10-12,In-person meeting,client,90,positive — follow up scheduled,positive,family financial planning,False,,False,
I2712,C0126,ADV001,2025-10-15,Review meeting,advisor,118,neutral — information provided,positive,philanthropic planning|new investment opportunity,False,,False,
I2713,C0126,ADV001,2025-10-23,Video call,client,39,neutral — client to consider,neutral,tax planning,False,,False,
I2714,C0126,ADV001,2025-11-03,Email,client,0,neutral — information provided,positive,risk tolerance review|cash flow review|insurance review,False,,False,
I2715,C0126,ADV001,2025-11-05,Email,client,0,negative — complaint raised,negative,inheritance planning|portfolio review,False,,False,
I2716,C0126,ADV001,2025-11-17,Phone call,client,23,neutral — information provided,neutral,new investment opportunity|insurance review,False,,False,
I2717,C0126,ADV001,2025-11-21,Email,advisor,0,positive — follow up scheduled,neutral,property discussion|business exit planning,False,,False,
I2718,C0126,ADV001,2025-11-27,Email,advisor,0,positive — follow up scheduled,neutral,goal progress|new investment opportunity,False,,False,
I2719,C0126,ADV001,2025-11-30,Video call,advisor,56,neutral — client to consider,neutral,goal progress|risk tolerance review,True,True,True,2025-12-27
I2720,C0126,ADV001,2025-12-03,Phone call,advisor,11,neutral — information provided,positive,new investment opportunity,False,,False,
I2721,C0126,ADV001,2025-12-17,Email,advisor,0,negative — client concerned,negative,estate planning|inheritance planning,False,,False,
I2722,C0126,ADV001,2025-12-19,Phone call,advisor,20,positive — follow up scheduled,neutral,estate planning|retirement planning|family financial planning,True,True,True,2026-01-01
I2723,C0126,ADV001,2025-12-21,Phone call,client,24,neutral — information provided,positive,market update,False,,False,
I2724,C0126,ADV001,2025-12-31,Email,advisor,0,neutral — information provided,positive,inheritance planning|business exit planning,False,,False,
I2725,C0126,ADV001,2026-01-03,Email,advisor,0,negative — complaint raised,negative,cash flow review|business exit planning|new investment opportunity,False,,False,
I2726,C0126,ADV001,2026-01-07,Email,advisor,0,neutral — information provided,positive,property discussion|new investment opportunity,False,,False,
I2727,C0126,ADV001,2026-01-15,Phone call,client,13,positive — action taken,positive,philanthropic planning|business exit planning,False,,False,
I2728,C0126,ADV001,2026-01-19,Email,advisor,0,neutral — client to consider,negative,property discussion|market update|business exit planning,False,,False,
I2729,C0126,ADV001,2026-01-25,Phone call,client,26,negative — client concerned,negative,philanthropic planning|goal progress|inheritance planning,False,,False,
I2730,C0126,ADV001,2026-01-29,Phone call,client,15,neutral — client to consider,neutral,cash flow review,False,,False,
I2731,C0126,ADV001,2026-02-16,In-person meeting,advisor,58,positive — action taken,positive,market update,False,,False,
I2732,C0126,ADV001,2026-02-17,In-person meeting,client,46,positive — follow up scheduled,positive,market update|cash flow review|portfolio review,False,,False,
I2733,C0126,ADV001,2026-03-07,Phone call,client,12,positive — action taken,positive,cash flow review,True,True,True,2026-04-01
I2734,C0126,ADV001,2026-03-10,In-person meeting,advisor,46,positive — follow up scheduled,neutral,family financial planning|estate planning|next gen engagement,True,True,True,2026-03-18
I2735,C0126,ADV001,2026-03-14,In-person meeting,advisor,65,positive — action taken,positive,retirement planning|portfolio review|market update,False,,False,
I2736,C0126,ADV001,2026-03-18,Phone call,advisor,17,negative — complaint raised,negative,property discussion,False,,False,
I2737,C0126,ADV001,2026-03-24,Phone call,client,13,neutral — information provided,positive,cash flow review,False,,False,
I2738,C0126,ADV001,2026-03-25,Review meeting,advisor,83,positive — follow up scheduled,positive,estate planning|insurance review,False,,False,
I2739,C0126,ADV001,2026-03-27,Email,advisor,0,positive — follow up scheduled,positive,risk tolerance review|philanthropic planning,True,True,True,2026-04-07
I2740,C0126,ADV001,2026-04-06,Phone call,advisor,12,positive — follow up scheduled,positive,insurance review|estate planning|tax planning,True,True,True,2026-04-22
I2741,C0126,ADV001,2026-04-09,Phone call,advisor,27,neutral — client to consider,neutral,philanthropic planning|estate planning|cash flow review,False,,False,
I2742,C0126,ADV001,2026-05-03,Phone call,advisor,28,neutral — information provided,positive,retirement planning,True,True,True,2026-05-16
I2743,C0126,ADV001,2026-05-10,Review meeting,client,66,neutral — client to consider,neutral,market update|new investment opportunity,False,,False,
I2744,C0126,ADV001,2026-05-16,Email,advisor,0,negative — client concerned,negative,estate planning|next gen engagement|retirement planning,False,,False,
I2745,C0126,ADV001,2026-05-22,Phone call,advisor,29,neutral — client to consider,neutral,philanthropic planning,True,True,True,2026-05-29
I2746,C0126,ADV001,2026-05-23,In-person meeting,client,60,positive — action taken,positive,family financial planning|business exit planning,True,True,False,2026-06-07
I2747,C0126,ADV001,2026-05-28,Email,advisor,0,neutral — information provided,positive,next gen engagement|rebalancing|goal progress,True,True,True,2026-06-24
I2748,C0127,ADV001,2025-01-06,Review meeting,client,108,negative — complaint raised,negative,inheritance planning|insurance review|portfolio review,False,,False,
I2749,C0127,ADV001,2025-02-05,Email,advisor,0,neutral — client to consider,neutral,inheritance planning|philanthropic planning,False,,False,
I2750,C0127,ADV001,2025-02-27,Phone call,client,17,negative — client concerned,negative,rebalancing,True,True,True,2025-03-27
I2751,C0127,ADV001,2025-03-16,In-person meeting,client,49,neutral — information provided,neutral,retirement planning|risk tolerance review,True,True,True,2025-03-29
I2752,C0127,ADV001,2025-04-10,In-person meeting,advisor,76,positive — follow up scheduled,neutral,cash flow review|insurance review,False,,False,
I2753,C0127,ADV001,2025-06-29,Phone call,advisor,10,positive — follow up scheduled,neutral,next gen engagement|goal progress|estate planning,False,,False,
I2754,C0127,ADV001,2025-07-12,Phone call,advisor,21,neutral — client to consider,neutral,property discussion|family financial planning|goal progress,False,,False,
I2755,C0127,ADV001,2025-10-30,Phone call,advisor,28,positive — action taken,positive,portfolio review|insurance review,False,,False,
I2756,C0127,ADV001,2026-01-18,Phone call,client,27,positive — action taken,positive,insurance review|next gen engagement|tax planning,False,,False,
I2757,C0127,ADV001,2026-03-06,In-person meeting,advisor,79,negative — complaint raised,negative,retirement planning,False,,False,
I2758,C0127,ADV001,2026-05-04,Email,advisor,0,neutral — information provided,positive,risk tolerance review|family financial planning,False,,False,
I2759,C0127,ADV001,2026-05-10,Email,client,0,positive — follow up scheduled,positive,next gen engagement,True,True,True,2026-05-20
I2760,C0128,ADV001,2024-12-15,Phone call,advisor,23,neutral — information provided,neutral,portfolio review|philanthropic planning,False,,False,
I2761,C0128,ADV001,2025-01-02,Video call,advisor,50,negative — complaint raised,negative,market update,False,,False,
I2762,C0128,ADV001,2025-01-07,Review meeting,client,97,neutral — information provided,positive,family financial planning|market update,True,False,True,2025-01-28
I2763,C0128,ADV001,2025-01-11,In-person meeting,advisor,79,neutral — information provided,positive,retirement planning|property discussion,False,,False,
I2764,C0128,ADV001,2025-01-18,Phone call,client,10,positive — action taken,positive,estate planning|risk tolerance review|property discussion,True,True,True,2025-01-31
I2765,C0128,ADV001,2025-02-19,Email,advisor,0,neutral — client to consider,neutral,new investment opportunity,False,,False,
I2766,C0128,ADV001,2025-02-23,Email,advisor,0,positive — follow up scheduled,positive,next gen engagement|rebalancing|portfolio review,False,,False,
I2767,C0128,ADV001,2025-02-26,Phone call,advisor,28,neutral — information provided,neutral,tax planning|cash flow review,False,,False,
I2768,C0128,ADV001,2025-03-02,Phone call,advisor,23,neutral — information provided,neutral,property discussion|cash flow review|estate planning,False,,False,
I2769,C0128,ADV001,2025-03-12,In-person meeting,advisor,67,neutral — client to consider,neutral,market update|next gen engagement,True,True,True,2025-03-19
I2770,C0128,ADV001,2025-03-12,Review meeting,client,119,negative — complaint raised,negative,estate planning|rebalancing|tax planning,True,True,True,2025-03-28
I2771,C0128,ADV001,2025-03-25,Phone call,advisor,13,positive — follow up scheduled,positive,insurance review|new investment opportunity,False,,False,
I2772,C0128,ADV001,2025-03-26,Video call,advisor,32,positive — action taken,positive,retirement planning|philanthropic planning|next gen engagement,True,True,True,2025-04-05
I2773,C0128,ADV001,2025-04-03,In-person meeting,advisor,73,neutral — information provided,neutral,estate planning|new investment opportunity,False,,False,
I2774,C0128,ADV001,2025-04-05,Video call,client,39,negative — complaint raised,negative,cash flow review|estate planning|business exit planning,True,True,True,2025-05-02
I2775,C0128,ADV001,2025-04-11,In-person meeting,advisor,54,positive — follow up scheduled,positive,insurance review|philanthropic planning|new investment opportunity,False,,False,
I2776,C0128,ADV001,2025-04-14,In-person meeting,client,87,neutral — information provided,neutral,tax planning|insurance review,False,,False,
I2777,C0128,ADV001,2025-05-30,Email,advisor,0,positive — follow up scheduled,positive,next gen engagement|tax planning,True,True,True,2025-06-29
I2778,C0128,ADV001,2025-06-01,Phone call,advisor,24,neutral — client to consider,negative,philanthropic planning,True,False,True,2025-06-08
I2779,C0128,ADV001,2025-06-08,Email,advisor,0,positive — action taken,positive,cash flow review,True,True,True,2025-07-05
I2780,C0128,ADV001,2025-06-11,Phone call,advisor,11,positive — action taken,positive,rebalancing|business exit planning|inheritance planning,True,False,True,2025-07-03
I2781,C0128,ADV001,2025-07-02,In-person meeting,client,79,positive — action taken,positive,property discussion|goal progress|tax planning,False,,False,
I2782,C0128,ADV001,2025-07-02,Email,client,0,neutral — information provided,neutral,next gen engagement|rebalancing|portfolio review,False,,False,
I2783,C0128,ADV001,2025-07-18,Email,advisor,0,positive — action taken,positive,goal progress,False,,False,
I2784,C0128,ADV001,2025-08-05,Phone call,client,27,neutral — information provided,neutral,goal progress,False,,False,
I2785,C0128,ADV001,2025-08-20,Email,advisor,0,neutral — information provided,neutral,inheritance planning|risk tolerance review|business exit planning,True,True,True,2025-09-19
I2786,C0128,ADV001,2025-08-27,Email,advisor,0,neutral — client to consider,neutral,rebalancing|estate planning,True,False,True,2025-09-24
I2787,C0128,ADV001,2025-08-29,Review meeting,client,60,positive — follow up scheduled,positive,next gen engagement,False,,False,
I2788,C0128,ADV001,2025-09-01,In-person meeting,client,47,neutral — information provided,positive,next gen engagement,False,,False,
I2789,C0128,ADV001,2025-09-03,Email,advisor,0,neutral — information provided,neutral,risk tolerance review|new investment opportunity|estate planning,False,,False,
I2790,C0128,ADV001,2025-09-10,In-person meeting,client,77,neutral — information provided,positive,family financial planning,True,True,True,2025-10-09
I2791,C0128,ADV001,2025-09-12,Email,advisor,0,positive — action taken,positive,goal progress|risk tolerance review,True,True,True,2025-09-28
I2792,C0128,ADV001,2025-09-13,Phone call,advisor,14,positive — action taken,positive,next gen engagement|inheritance planning,False,,False,
I2793,C0128,ADV001,2025-09-16,Phone call,advisor,13,positive — action taken,positive,family financial planning|next gen engagement,False,,False,
I2794,C0128,ADV001,2025-10-04,Phone call,client,19,positive — follow up scheduled,positive,market update|philanthropic planning,True,False,True,2025-10-23
I2795,C0128,ADV001,2025-10-16,Review meeting,advisor,107,positive — follow up scheduled,positive,family financial planning|business exit planning,False,,False,
I2796,C0128,ADV001,2025-10-21,Phone call,advisor,29,positive — action taken,positive,retirement planning|rebalancing|inheritance planning,False,,False,
I2797,C0128,ADV001,2025-10-26,Phone call,advisor,23,positive — follow up scheduled,positive,property discussion|market update|philanthropic planning,True,True,True,2025-11-17
I2798,C0128,ADV001,2025-10-29,Phone call,client,30,positive — action taken,positive,portfolio review|retirement planning|business exit planning,False,,False,
I2799,C0128,ADV001,2025-11-16,Video call,advisor,43,negative — complaint raised,negative,insurance review|philanthropic planning|estate planning,False,,False,
I2800,C0128,ADV001,2025-11-23,Phone call,advisor,21,neutral — information provided,positive,inheritance planning|goal progress|philanthropic planning,True,True,True,2025-12-07
I2801,C0128,ADV001,2025-11-25,Phone call,advisor,13,neutral — information provided,neutral,new investment opportunity,False,,False,
I2802,C0128,ADV001,2025-11-29,In-person meeting,client,48,neutral — information provided,neutral,cash flow review,False,,False,
I2803,C0128,ADV001,2025-12-05,Phone call,client,24,positive — follow up scheduled,positive,family financial planning,True,False,True,2025-12-18
I2804,C0128,ADV001,2025-12-12,Email,advisor,0,neutral — client to consider,neutral,family financial planning,False,,False,
I2805,C0128,ADV001,2025-12-24,In-person meeting,advisor,76,positive — follow up scheduled,positive,portfolio review|family financial planning|new investment opportunity,False,,False,
I2806,C0128,ADV001,2025-12-30,Email,client,0,neutral — client to consider,neutral,tax planning|next gen engagement,False,,False,
I2807,C0128,ADV001,2026-01-03,Phone call,advisor,30,neutral — client to consider,negative,cash flow review|business exit planning,False,,False,
I2808,C0128,ADV001,2026-01-03,Phone call,client,21,neutral — information provided,positive,new investment opportunity|rebalancing,False,,False,
I2809,C0128,ADV001,2026-01-03,Email,advisor,0,positive — follow up scheduled,positive,rebalancing,False,,False,
I2810,C0128,ADV001,2026-01-05,Review meeting,advisor,83,positive — follow up scheduled,positive,insurance review|family financial planning|business exit planning,False,,False,
I2811,C0128,ADV001,2026-01-10,Email,advisor,0,positive — follow up scheduled,neutral,rebalancing,False,,False,
I2812,C0128,ADV001,2026-01-22,Email,client,0,neutral — information provided,neutral,insurance review,False,,False,
I2813,C0128,ADV001,2026-01-24,Phone call,advisor,21,neutral — client to consider,neutral,risk tolerance review|business exit planning|inheritance planning,False,,False,
I2814,C0128,ADV001,2026-01-24,Email,client,0,positive — action taken,positive,inheritance planning,False,,False,
I2815,C0128,ADV001,2026-02-08,Video call,advisor,51,neutral — information provided,positive,inheritance planning,False,,False,
I2816,C0128,ADV001,2026-03-05,Review meeting,advisor,115,positive — follow up scheduled,positive,risk tolerance review|new investment opportunity,False,,False,
I2817,C0128,ADV001,2026-03-08,Phone call,advisor,10,neutral — client to consider,neutral,philanthropic planning,True,True,True,2026-03-30
I2818,C0128,ADV001,2026-03-18,Phone call,advisor,22,neutral — client to consider,neutral,rebalancing,True,True,True,2026-04-07
I2819,C0128,ADV001,2026-04-17,Email,advisor,0,neutral — client to consider,negative,portfolio review|insurance review,False,,False,
I2820,C0128,ADV001,2026-05-06,Phone call,client,23,positive — action taken,positive,business exit planning|insurance review|retirement planning,True,True,True,2026-05-14
I2821,C0128,ADV001,2026-05-07,In-person meeting,advisor,74,positive — follow up scheduled,neutral,inheritance planning,False,,False,
I2822,C0128,ADV001,2026-05-13,Email,client,0,neutral — information provided,positive,rebalancing|insurance review,False,,False,
I2823,C0128,ADV001,2026-05-20,Phone call,client,26,neutral — information provided,positive,family financial planning|insurance review,False,,False,
I2824,C0128,ADV001,2026-05-20,Email,advisor,0,neutral — information provided,neutral,tax planning|retirement planning|cash flow review,True,True,True,2026-06-08
I2825,C0128,ADV001,2026-05-23,In-person meeting,client,54,positive — action taken,positive,cash flow review|philanthropic planning,False,,False,
I2826,C0129,ADV001,2024-12-25,In-person meeting,client,81,positive — follow up scheduled,positive,family financial planning|next gen engagement,False,,False,
I2827,C0129,ADV001,2025-01-03,Review meeting,advisor,116,neutral — information provided,neutral,property discussion,False,,False,
I2828,C0129,ADV001,2025-02-08,Email,client,0,positive — action taken,positive,estate planning|insurance review,False,,False,
I2829,C0129,ADV001,2025-03-14,Video call,client,48,positive — action taken,positive,philanthropic planning|new investment opportunity|next gen engagement,True,True,True,2025-03-22
I2830,C0129,ADV001,2025-03-20,Email,advisor,0,positive — follow up scheduled,positive,inheritance planning,False,,False,
I2831,C0129,ADV001,2025-03-31,Phone call,advisor,28,neutral — information provided,positive,inheritance planning|family financial planning|insurance review,False,,False,
I2832,C0129,ADV001,2025-07-01,Phone call,client,17,neutral — information provided,positive,family financial planning|inheritance planning,True,False,True,2025-07-13
I2833,C0129,ADV001,2025-07-01,Email,advisor,0,positive — follow up scheduled,neutral,rebalancing|estate planning|portfolio review,False,,False,
I2834,C0129,ADV001,2025-09-23,Phone call,client,19,positive — action taken,positive,risk tolerance review|portfolio review,False,,False,
I2835,C0129,ADV001,2025-09-29,Phone call,advisor,18,neutral — information provided,positive,risk tolerance review|tax planning,False,,False,
I2836,C0129,ADV001,2025-10-06,Phone call,advisor,20,neutral — information provided,positive,new investment opportunity,False,,False,
I2837,C0129,ADV001,2025-12-04,Email,client,0,neutral — client to consider,negative,risk tolerance review|estate planning|property discussion,False,,False,
I2838,C0129,ADV001,2025-12-11,Phone call,client,20,positive — action taken,positive,new investment opportunity|insurance review|tax planning,True,True,True,2026-01-09
I2839,C0129,ADV001,2025-12-17,Email,advisor,0,positive — follow up scheduled,positive,property discussion|portfolio review,True,True,True,2026-01-08
I2840,C0129,ADV001,2025-12-20,Email,advisor,0,neutral — information provided,neutral,estate planning,False,,False,
I2841,C0129,ADV001,2026-02-08,In-person meeting,client,79,neutral — information provided,positive,business exit planning,True,False,True,2026-03-07
I2842,C0129,ADV001,2026-02-25,Email,advisor,0,neutral — client to consider,neutral,insurance review,False,,False,
I2843,C0129,ADV001,2026-04-05,In-person meeting,advisor,52,neutral — information provided,positive,tax planning|new investment opportunity|risk tolerance review,False,,False,
I2844,C0129,ADV001,2026-04-20,Email,advisor,0,neutral — information provided,neutral,estate planning|next gen engagement,False,,False,
